0.0q0 0.0q0 0.0q0 0.0q0 0.0q0 5.902543905660015q0	0.0q0	0.0q0	0.0q0
0.000239718q0	0.00267938q0	0.000163246q0	-0.205229q0 0.000181813q0 5.914549805660015q0	0.0q0	0.0q0	0.0q0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.001246622612627979 -0.00215086	0.00018849626876917488 -0.208087 0.0807554 0.0129162 0.0 0.0 0.0
