0.0q0 0.0q0 0.0q0 0.0q0 0.0q0 0.0q0	0.0q0 0.0q0	0.0q0
-0.0122883 0.307871 0.0261492 -12.2803 -0.606949 1.08265 0.0q0 0.0q0	0.0q0
0.612596 -0.391286 -0.0406577 3.84304 6.24596 -0.137974 0.0q0 0.0q0	0.0q0
-0.246841 0.951809 -1.48813E-6 -6.16376 -1.65478 -0.00014204 0.0q0 0.0q0	0.0q0
-0.00402472 1.56893 0.0328467 -4.91691 0.399936 0.129505 0.0q0 0.0q0	0.0q0
4.82498 1.10456 -0.112482 -0.650581 2.81764 0.00262894 0.0q0 0.0q0	0.0q0
8.18975 -5.43997 -0.229565 1.01407 1.69664 -0.0699627 0.0q0 0.0q0	0.0q0
13.2765 14.5122 -0.118708 -1.07371 0.908125 0.0172235 0.0q0 0.0q0	0.0q0
29.778 -2.76242 -0.625569 0.0984694 1.15818 -0.0259909 0.0q0 0.0q0	0.0q0
